,class_names
16587,"Sine wave,Chirp tone"
16588,"Singing,Music,Child speech, kid speaking,Child singing"
16589,Church bell
16590,"Beep, bleep,Female speech, woman speaking,Speech"
16591,Tubular bells
16592,"Mains hum,Hum"
16593,"Drum and bass,Music,Roll"
16594,"Guitar,Music,Electronic tuner"
16595,Vacuum cleaner
16596,"Burping, eructation"
16597,"Crow,Caw"
16598,"Carnatic music,Music"
16599,Typewriter
16600,"Cello,Double bass,Bowed string instrument"
16601,Gasp
16602,"Telephone dialing, DTMF,Telephone,Speech"
16603,"Harp,Music,Mandolin,Musical instrument,Speech,Bowed string instrument"
16604,"Sanding,Rub"
16605,Hammer
16606,Single-lens reflex camera
16607,"Telephone bell ringing,Speech,Inside, small room"
16608,"Squawk,Speech"
16609,Flap
16610,"Wood block,Percussion"
16611,"Buzzer,Speech"
16612,"Applause,Speech"
16613,Ding-dong
16614,Wheeze
16615,Hair dryer
16616,Vibraphone
16617,Disco
16618,"Singing,Hands"
16619,"Snoring,Wheeze"
16620,Whistling
16621,"Power windows, electric windows"
16622,"Bird,Chicken, rooster,Speech,Gush"
16623,"Music,Speech,Engine starting"
16624,Tubular bells
16625,"Telephone bell ringing,Speech,Inside, small room"
16626,"Music,Whir"
16627,"Cymbal,Drum,Drum kit,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
16628,Jingle bell
16629,"Splash, splatter,Water,Speech"
16630,"Zipper (clothing),Speech"
16631,"Quack,Speech"
16632,"Narration, monologue,Speech"
16633,"Buzz,Speech"
16634,"Music,Synthesizer"
16635,Eruption
16636,"Music,Soul music"
16637,Chopping (food)
16638,"Singing,Music,Tambourine"
16639,"Music,Maraca"
16640,Jackhammer
16641,"Wind instrument, woodwind instrument,Shofar"
16642,"Rumble,Outside, rural or natural"
16643,"Water,Stream"
16644,"Jingle, tinkle"
16645,"Singing,Country"
16646,"Music,Salsa music"
16647,"Marimba, xylophone,Glockenspiel,Mallet percussion"
16648,Roar
16649,"Hoot,Owl"
16650,Alarm clock
16651,"Vibration,Engine,Vehicle,Car,Race car, auto racing"
16652,Theremin
16653,"Rain,Rain on surface"
16654,"Crowd,Battle cry"
16655,"Scrape,Speech"
16656,Sliding door
16657,"Timpani,Music"
16658,"Computer keyboard,Typing,Speech"
16659,"Sink (filling or washing),Water tap, faucet,Water"
16660,"Speech,Oink"
16661,"Crowd,Children shouting"
16662,"Organ,Hammond organ"
16663,"Cutlery, silverware,Dishes, pots, and pans"
16664,Orchestra
16665,"Giggle,Speech,Outside, rural or natural"
16666,"Trickle, dribble,Speech"
16667,Typing
16668,"Engine,Vehicle,Light engine (high frequency)"
16669,"Boat, Water vehicle,Motorboat, speedboat"
16670,"Drum,Drum kit,Drum roll,Rimshot,Snare drum,Bass drum,Percussion"
16671,"Music,Pink noise,Outside, rural or natural"
16672,"Music,Sigh,Speech"
16673,"Music,Electronica"
16674,"Chewing, mastication,Outside, urban or manmade"
16675,Boiling
16676,"Singing,Jingle (music),Music"
16677,"Crowd,Music,Speech,Steelpan"
16678,"Steam whistle,Steam,Hiss"
16679,"Speech,Pink noise,Outside, urban or manmade"
16680,Squeak
16681,"Rain,Raindrop,Thunderstorm,Thunder,Rain on surface"
16682,Didgeridoo
16683,"Biting,Speech"
16684,"Laughter,Baby laughter"
16685,"Music,Inside, public space"
16686,"Crowd,Battle cry"
16687,"Laughter,Speech,Baby laughter"
16688,"Electric toothbrush,Speech"
16689,"Singing,Music of Asia,Music"
16690,"Music,Soul music"
16691,"Funk,Music,Techno"
16692,"Sheep,Bleat,Speech"
16693,"Boat, Water vehicle,Rowboat, canoe, kayak"
16694,"Grunt,Animal"
16695,Buzzer
16696,"Dial tone,Busy signal,Music,Speech"
16697,"Cutlery, silverware,Dishes, pots, and pans"
16698,Car passing by
16699,"Scratching (performance technique),Music,Scratch,Speech,Inside, small room"
16700,"Organ,Hammond organ"
16701,"Gunshot, gunfire,Machine gun"
16702,"Busy signal,Music"
16703,"Giggle,Speech,Inside, small room"
16704,Gasp
16705,Hair dryer
16706,Jingle bell
16707,"Brass instrument,Saxophone"
16708,"Guitar,Music,Harmonic"
16709,"Television,Speech"
16710,"Computer keyboard,Typing"
16711,"Speech,Typewriter"
16712,"Female speech, woman speaking,Music,Rapping,Speech,Inside, small room"
16713,"Whale vocalization,Music"
16714,"Ding,Clang"
16715,"Sine wave,Tuning fork"
16716,"Snicker,Speech"
16717,Background music
16718,"House music,Music,Shuffle,Speech"
16719,"Brass instrument,Trumpet"
16720,"Music,Sitar"
16721,"Gunshot, gunfire,Machine gun"
16722,"Music,Male singing"
16723,"Music,Vocal music,A capella"
16724,"Chainsaw,Music"
16725,"Boat, Water vehicle,Wind,Rowboat, canoe, kayak"
16726,"Organ,Electronic organ"
16727,"Afrobeat,Disco,House music,Music,Rhythm and blues,Techno,Dubstep,Electronic dance music,Dance music"
16728,"Siren,Civil defense siren"
16729,"Cello,Double bass,Bowed string instrument"
16730,"Music,Cheering,Male speech, man speaking,Speech"
16731,Rustle
16732,"Sine wave,Chirp tone"
16733,"Air horn, truck horn,Truck,Vehicle,Vehicle horn, car horn, honking"
16734,Engine knocking
16735,"Toothbrush,Electric toothbrush"
16736,Gurgling
16737,"Fart,Music,Buzz"
16738,"Drum and bass,Music,Speech"
16739,"Computer keyboard,Typing"
16740,Writing
16741,"Music,Speech,Music of Latin America"
16742,"Music,Psychedelic rock"
16743,"Lawn mower,Engine,Light engine (high frequency)"
16744,"Music,Speech,Scary music,Inside, small room"
16745,"Bark,Speech,Whimper (dog)"
16746,"Canidae, dogs, wolves"
16747,"Brass instrument,Trumpet"
16748,"Effects unit,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument,Distortion"
16749,Belly laugh
16750,Whimper
16751,"Smash, crash,Whack, thwack"
16752,"Mouse,Speech"
16753,Printer
16754,"Heart sounds, heartbeat,Hum"
16755,"Waves, surf,Wind,Ocean,Wind noise (microphone)"
16756,"Cello,Double bass,Bowed string instrument"
16757,"Canidae, dogs, wolves,Bark,Domestic animals, pets,Dog,Animal"
16758,Yodeling
16759,"Smoke detector, smoke alarm,Speech"
16760,"Singing,Music,Choir,A capella"
16761,"Bee, wasp, etc.,Insect,Fly, housefly"
16762,"Insect,Patter,Cricket"
16763,"Fowl,Honk,Goose"
16764,"Tearing,Speech"
16765,"Speech,Drawer open or close,Inside, small room"
16766,"Music,Steel guitar, slide guitar,Speech,Plucked string instrument"
16767,"Bass guitar,Electric guitar,Guitar,Music,Musical instrument,Electronic tuner,Plucked string instrument"
16768,"Singing,Music,Music of Bollywood"
16769,"Railroad car, train wagon,Train horn,Rail transport,Steam whistle,Train"
16770,Church bell
16771,"Wood block,Whack, thwack,Percussion"
16772,"Wind instrument, woodwind instrument,Shofar"
16773,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train,Train wheels squealing"
16774,"Carnatic music,Sitar"
16775,"Singing,Music,Opera"
16776,Patter
16777,"Scrape,Speech"
16778,Gasp
16779,Singing bowl
16780,"Echo,Effects unit,Guitar,Music,Musical instrument,Speech,Plucked string instrument"
16781,String section
16782,"Singing,Music,Music of Bollywood"
16783,"Tick-tock,Tick"
16784,"Zipper (clothing),Music,Speech"
16785,Biting
16786,Cowbell
16787,"Music,Tambourine,Speech"
16788,Clarinet
16789,Tuning fork
16790,"Drum,Drum roll,Snare drum,Bass drum,Percussion"
16791,"Music,Steel guitar, slide guitar,Inside, large room or hall"
16792,"Jazz,Music"
16793,"Railroad car, train wagon,Train horn,Rail transport,Train,Clickety-clack"
16794,Sewing machine
16795,"Music,Grunge"
16796,"Yodeling,Music"
16797,"Giggle,Speech"
16798,Engine knocking
16799,Ding
16800,"Doorbell,Music,Speech"
16801,"Railroad car, train wagon,Train horn,Rail transport,Train,Clickety-clack"
16802,"Gospel music,Music,Rhythm and blues,Speech"
16803,Creak
16804,Bang
16805,"Whispering,Speech"
16806,"Lawn mower,Vehicle,Speech,Outside, urban or manmade"
16807,Stream
16808,Creak
16809,"Music,Maraca"
16810,"Speech,Boiling,Inside, small room"
16811,Shatter
16812,Jingle bell
16813,Change ringing (campanology)
16814,"Music,Steel guitar, slide guitar"
16815,Crunch
16816,"Music,Reggae"
16817,"Speech,Speech synthesizer"
16818,Patter
16819,Applause
16820,"Music,Slam,Speech"
16821,"Snake,Hiss"
16822,"Mains hum,Static"
16823,Hair dryer
16824,"Organ,Hammond organ"
16825,Whip
16826,"Music,Shuffle"
16827,"Propeller, airscrew,Vehicle,Speech,Fixed-wing aircraft, airplane,Aircraft,Outside, rural or natural"
16828,"Music,Whoop"
16829,"Burping, eructation,Crowd,Speech"
16830,"Ringtone,Telephone,Inside, small room"
16831,"Splash, splatter,Speech,Child speech, kid speaking"
16832,"Music,Speech,Scary music"
16833,"Air conditioning,Speech"
16834,"Disco,Music"
16835,"Afrobeat,Music of Africa"
16836,"Smash, crash,Whack, thwack"
16837,"Speech,Inside, public space"
16838,String section
16839,"Music,Male speech, man speaking,Speech"
16840,"Music,Cacophony,Speech"
16841,"Slap, smack"
16842,"Music,Rattle,Speech"
16843,"Groan,Speech"
16844,"Christian music,Music"
16845,"Didgeridoo,Music"
16846,"Afrobeat,Music"
16847,"Toot,Vehicle"
16848,"Toilet flush,Water"
16849,"Whoosh, swoosh, swish"
16850,"Trickle, dribble,Speech"
16851,"Singing,Music,Yell"
16852,"Guitar,Music,Musical instrument,Ukulele,Plucked string instrument,Inside, small room"
16853,Telephone bell ringing
16854,Hiccup
16855,Whistling
16856,"Bicycle,Vehicle,Outside, urban or manmade"
16857,"Screaming,Speech"
16858,"Effects unit,Electric guitar,Guitar,Music,Musical instrument,Chorus effect,Plucked string instrument"
16859,"Sheep,Bleat"
16860,"Music,Grunt"
16861,Hammer
16862,"Sidetone,Speech"
16863,"Saxophone,Wind instrument, woodwind instrument,Vibraphone"
16864,Clock
16865,"Guitar,Acoustic guitar,Music,Musical instrument,Ukulele,Plucked string instrument"
16866,"Theme music,Music"
16867,"Shout,Speech"
16868,"Alarm clock,Inside, small room"
16869,"Bass guitar,Guitar,Music,Musical instrument,Plucked string instrument"
16870,"Fire,Wind"
16871,"Flap,Accelerating, revving, vroom,Vehicle,Car,Race car, auto racing"
16872,"Banjo,Music,Musical instrument,Violin, fiddle,Bowed string instrument"
16873,"Cough,Bathtub (filling or washing)"
16874,"Music,Maraca"
16875,"Laughter,Crying, sobbing,Speech"
16876,"Wind instrument, woodwind instrument,Flute"
16877,"Ambulance (siren),Squawk,Child speech, kid speaking"
16878,"Music,Skateboard"
16879,"Marimba, xylophone,Glockenspiel,Chime,Mallet percussion"
16880,Crushing
16881,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
16882,"Air conditioning,Speech"
16883,"Thump, thud,Speech"
16884,"Railroad car, train wagon,Train horn,Rail transport,Train"
16885,"Sheep,Bleat"
16886,"Pig,Animal"
16887,"Beep, bleep"
16888,"Bee, wasp, etc.,Insect,Fly, housefly"
16889,"Speech,Oink"
16890,"Ice cream truck, ice cream van,Vehicle,Speech"
16891,"Beatboxing,Speech,Vocal music"
16892,"Propeller, airscrew,Vehicle,Fixed-wing aircraft, airplane,Aircraft"
16893,Punk rock
16894,"Insect,Cricket"
16895,"Carnatic music,Music,Musical instrument,Classical music"
16896,"Chuckle, chortle,Speech"
16897,"Harp,Violin, fiddle,Pizzicato,Bowed string instrument"
16898,"Squeal,Speech,Inside, small room"
16899,"Sanding,Rub"
16900,"Trickle, dribble,Child speech, kid speaking"
16901,"Lawn mower,Light engine (high frequency)"
16902,"Wood block,Percussion"
16903,"Echo,Music"
16904,"Wind instrument, woodwind instrument,Shofar"
16905,Video game music
16906,"Siren,Civil defense siren"
16907,"Wood block,Drum,Percussion"
16908,"Music,Sonar"
16909,Dial tone
16910,"Power windows, electric windows,Speech"
16911,"Mouse,Speech"
16912,"Music,Reggae"
16913,"Music,Bluegrass"
16914,"Railroad car, train wagon,Rail transport,Steam whistle,Steam,Train,Hiss,Clickety-clack"
16915,Typewriter
16916,Disco
16917,"Music,Pulse,Burst, pop"
16918,"Gunshot, gunfire,Machine gun"
16919,"Traditional music,Music"
16920,"Banjo,Music"
16921,"Music,Dance music"
16922,"Speech,Oink"
16923,"Chainsaw,Tools,Speech,Power tool"
16924,"Jingle, tinkle"
16925,"Blues,Music"
16926,"Goat,Speech,Livestock, farm animals, working animals,Animal"
16927,Finger snapping
16928,"Propeller, airscrew,Vehicle,Aircraft"
16929,"Zipper (clothing),Speech"
16930,"Fill (with liquid),Speech"
16931,Gong
16932,Buzzer
16933,"Shuffling cards,Speech"
16934,"Toot,Vehicle,Speech,Car"
16935,"Chainsaw,Speech"
16936,"Music,Tender music"
16937,"Tabla,Drum,Percussion"
16938,"Organ,Electronic organ"
16939,"Rain,Raindrop,Thunderstorm,Thunder,Rain on surface"
16940,Patter
16941,"Music,Quack,Speech"
16942,"Laughter,Bouncing,Speech"
16943,Fusillade
16944,"Bouncing,Ping,Speech"
16945,"Music,Electronic dance music"
16946,"Crowd,Battle cry"
16947,"Cat,Domestic animals, pets,Caterwaul,Speech,Animal,Inside, small room,Outside, rural or natural"
16948,"Sizzle,Stir,Frying (food)"
16949,"Duck,Speech,Goose"
16950,"Tapping (guitar technique),Music"
16951,"Theme music,Heavy metal,Music"
16952,"Speech,Crumpling, crinkling,Inside, small room"
16953,"Railroad car, train wagon,Rail transport,Train,Clickety-clack,Train wheels squealing"
16954,"Filing (rasp),Rub,Wood"
16955,"Music,Harmonic"
16956,"Laughter,Beep, bleep"
16957,"Clarinet,Music,Middle Eastern music"
16958,"Pulleys,Gears,Mechanisms"
16959,Tuning fork
16960,"Bellow,Whoop,Speech"
16961,"Music,Synthetic singing"
16962,"Speech,Fire alarm"
16963,"Rodents, rats, mice"
16964,"Song,Music of Latin America,Salsa music,Maraca"
16965,"Babbling,Child speech, kid speaking"
16966,"Engine knocking,Idling,Vehicle"
16967,"Chatter,Speech"
16968,"Music,Speech,Speech synthesizer"
16969,"Sawing,Splinter,Wood"
16970,"Subway, metro, underground,Railroad car, train wagon,Rail transport,Train"
16971,Printer
16972,"Sawing,Tools,Wood,Power tool"
16973,"Music of Asia,Music,Female singing"
16974,Blender
16975,"Jackhammer,Speech"
16976,"Tick-tock,Tick"
16977,"Heart murmur,Music"
16978,"Wood block,Percussion"
16979,"Purr,Speech,Animal"
16980,"Bird,Crow,Caw"
16981,Rattle
16982,Microwave oven
16983,"Cash register,Sound effect"
16984,Oink
16985,"Bird,Bird vocalization, bird call, bird song,Chirp, tweet"
16986,"Speech,Crumpling, crinkling,Inside, small room"
16987,"Speech,Boiling,Inside, small room"
16988,"Rodents, rats, mice"
16989,"Speech,Crumpling, crinkling,Inside, small room"
16990,Noise
16991,"Speech,Crumpling, crinkling,Inside, small room"
16992,Chop
16993,"Music,Slam"
16994,Stomach rumble
16995,"Music,Environmental noise,Speech,Animal"
16996,"Propeller, airscrew,Vehicle,Aircraft,Outside, rural or natural"
16997,"Ratchet, pawl,Pulleys,Gears,Mechanisms"
16998,"Sliding door,Speech,Inside, small room"
16999,"Wind instrument, woodwind instrument,Shofar"
17000,Boing
17001,"Speech,Breathing"
17002,"Gargling,Speech"
17003,Scrape
17004,"Singing,Music,Music for children,Song"
17005,Clock
17006,Orchestra
17007,"Music,Music for children,Speech,Boing"
17008,"Folk music,Music"
17009,"Crowd,Battle cry"
17010,"Basketball bounce,Speech"
17011,Patter
17012,"Music,Reggae"
17013,Pink noise
17014,"Music,Buzz,Speech"
17015,Snoring
17016,"Cymbal,Drum,Drum kit,Drum roll,Hi-hat,Rimshot,Snare drum,Bass drum,Percussion"
17017,"Applause,Speech"
17018,"Finger snapping,Speech,Inside, small room"
17019,"Banjo,Music"
17020,Singing bowl
17021,Throat clearing
17022,"Gunshot, gunfire,Cap gun"
17023,Clicking
17024,"Music,Thunk,Speech,Inside, large room or hall"
17025,Electric guitar
17026,"Steam,Hiss"
17027,Scratching (performance technique)
17028,"Music,Independent music"
17029,"Harpsichord,Keyboard (musical)"
17030,"Burping, eructation"
17031,"Water tap, faucet,Water,Speech,Gush"
17032,"Clicking,Speech"
17033,Cash register
17034,"Gargling,Speech,Child speech, kid speaking"
17035,"Screaming,Speech"
17036,"Folk music,Music"
17037,"Yodeling,Music"
17038,Crackle
17039,"Mechanical fan,Coo"
17040,"Marimba, xylophone,Glockenspiel,Mallet percussion"
17041,Finger snapping
17042,"Speech,White noise,Pink noise"
17043,New-age music
17044,"Heart sounds, heartbeat,Throbbing,Hum"
17045,Buzz
17046,"Slosh,Speech,Outside, urban or manmade"
17047,"Scratch,Speech"
17048,Change ringing (campanology)
17049,"Beep, bleep"
17050,"Harmonica,Wind instrument, woodwind instrument"
17051,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
17052,Car passing by
17053,"Female speech, woman speaking,Music,Speech"
17054,"Domestic animals, pets,Speech,Dog,Growling,Inside, small room"
17055,"Bird,Bird vocalization, bird call, bird song,Environmental noise,Chirp, tweet,Outside, rural or natural"
17056,Sigh
17057,Breaking
17058,Arrow
17059,"Wild animals,Speech,Animal"
17060,"Wood block,Drum,Rimshot,Snare drum,Bass drum,Percussion"
17061,"Smash, crash"
17062,Clang
17063,"Music,Cacophony,Speech"
17064,Writing
17065,"Brass instrument,Saxophone"
17066,"Music,Environmental noise,Speech"
17067,"Didgeridoo,Music"
17068,"Marimba, xylophone,Glockenspiel,Chime,Mallet percussion"
17069,"Singing,Vocal music,A capella"
17070,"Cowbell,Drum,Drum kit,Drum roll,Rimshot,Percussion"
17071,Christmas music
17072,"Toot,Speech,Outside, urban or manmade"
17073,"Trance music,Dubstep"
17074,"Gunshot, gunfire,Cap gun"
17075,"Music,Soundtrack music,Sad music"
17076,"Music,Quack,Speech"
17077,"Cat,Purr,Domestic animals, pets,Animal"
17078,Rattle
17079,"Wheeze,Speech"
17080,"Cupboard open or close,Speech"
17081,"Ice cream truck, ice cream van,Music,Vehicle,Speech"
17082,"Smash, crash"
17083,"Music,Distortion"
17084,"Music,Scary music"
17085,Electronic dance music
17086,"Background music,Music"
17087,"Christmas music,Music"
17088,Shatter
17089,Change ringing (campanology)
17090,Chop
17091,"Fire engine, fire truck (siren),Emergency vehicle,Siren"
17092,"Music,Speech,Bluegrass"
17093,"Insect,Mosquito,Fly, housefly"
17094,"Cello,Double bass,Bowed string instrument"
17095,"Christmas music,Music"
17096,"Engine knocking,Engine,Accelerating, revving, vroom"
17097,"Bicycle,Vehicle,Speech"
17098,"Fowl,Honk,Goose"
17099,"Zither,Pizzicato"
17100,"Speech,Crumpling, crinkling,Inside, small room"
17101,"Music,Independent music,Pop music"
17102,"Idling,Vehicle,Outside, rural or natural"
17103,Chopping (food)
17104,"Domestic animals, pets,Howl,Dog,Animal,Whimper (dog)"
17105,"Sliding door,Speech,Inside, large room or hall"
17106,String section
17107,"Music,Television,Speech"
17108,"Wind,Rustling leaves,Outside, rural or natural"
17109,"Guitar,Music,Musical instrument,Electronic tuner,Plucked string instrument,Inside, small room"
17110,"Music,Ukulele"
17111,"Bicycle,Vehicle,Outside, rural or natural"
17112,"Harpsichord,Keyboard (musical)"
17113,"Beep, bleep"
17114,"Speech,Typewriter"
17115,"Music,Speech,Inside, public space"
17116,"Bouncing,Inside, small room"
17117,"Music,Exciting music"
17118,"Music,Ukulele"
17119,Car alarm
17120,Whale vocalization
17121,Whale vocalization
17122,"Folk music,Music,Wedding music"
17123,"Sawing,Wood"
17124,"Foghorn,Speech,Outside, rural or natural"
17125,Synthesizer
17126,"Speech,Baby cry, infant cry"
17127,Jackhammer
17128,"Baby cry, infant cry"
17129,"Canidae, dogs, wolves,Music,Speech"
17130,"Motor vehicle (road),Accelerating, revving, vroom,Skidding,Vehicle,Speech,Car,Race car, auto racing,Outside, rural or natural,Car passing by"
17131,"Bird,Purr,Speech"
17132,Tire squeal
17133,"Sanding,Rub"
17134,"Sniff,Speech"
17135,"Drip,Speech"
17136,"Tabla,Music of Asia,Music,Musical instrument"
17137,Foghorn
17138,"Rain,Raindrop,Thunderstorm,Thunder,Rain on surface"
17139,"Music,Crackle"
